Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
LIG_ideas;Liberty Desire = 20 && Ship cost = -0.1;Diplomatic Annexation Cost = -0.15;tag = Ligor;Autonomous Subject = Diplomatic Reputation = 1;Buddhist Conversion = Missionary strength = 0.02;Vassal Cities = Liberty desire from subjects development = -0.2;Trade Primacy = Trade Steering = 0.2;Bridge to Siam = Attrition for enemies = 1 && Fort Defence = 0.2;Rebellious Spirits = Rebel support efficiency = 0.5;Protect Ligori Trade = Ship trade power = 0.2;Ligori;Ligor
PLB_ideas;Global trade power = 0.15 && Ship cost = -0.1;Ship durability = 0.1;tag = Palembang;Ancient Scriptures = Yearly prestige = 1;Pirate Ancestry = Rebel support efficiency = 0.25;Controlling the Strait = Embargo Efficiency = 0.05 && Privateer efficiency = 0.4;Center of the Dynasty = Improve relations = 0.1 && Cost to fabricate claims = -0.25;Trading Hub = Ship trade power = 0.2;Through the Monsoon = Recover navy morale speed = 0.25;Learned Scholars = technology cost = -0.1;Palembangan;Palembang
BAN_ideas;National manpower modifier = 0.1 && Missionary strength = 0.01;Discipline = 0.05;tag = Banten;Struck Down by Diamonds = Tolerance of True Faith = 1 &&  Monthly Piety = 0.001;Surrounded by Stars = Goods produced modifier = 0.2;From East to West = Trade Efficiency = 0.10;Rebuttal = Fort maintenance = -0.15;Fertile Lands = Land Attrition = -0.1;By the River = Development cost = -0.1;Cultural Richness = Core-Creation Cost = -0.20 && Max promoted culture = 1;Banteni;Banten
SUL_ideas;Light ship cost = -0.15 && Navy Tradition = 1;Yearly Yearly navy tradition decay = -0.01;tag = Sulu;Sultanate of Sulu = Missionary strength = 0.02;Makhdum's Teachings = Advisor cost = -0.1;Across the Sulu Sea = Diplomatic Reputation = 1 && Envoy travel time = -0.25;Port of Jolo = Trade Efficiency = 0.10;Dagat Sulu = Morale hit when losing a ship = -0.2;Coconut Plantations = Production Efficiency = 0.1 && Construction Cost = -0.10;Pearl Farming = Goods produced modifier = 0.1;Sulu;Sulu
CRB_ideas;Max promoted culture = 1 && Core-Creation Cost = -0.20;Ship trade power = 0.2;tag = Cirebon;Negara Gede = Yearly absolutism = 1 && Legitimacy = 1;Tari Topeng = Cost of advisors with ruler's culture = -0.25;Ali's Panther = Morale of armies = 0.15;Mount Ciremai = Land fire damage = 0.1;Islamic Schools = Missionary strength = 0.02;Batik Textiles = Production Efficiency = 0.1;Royal Lineage = National unrest = -1;Cirebonese;Cirebon
tongan_ideas;Liberty desire from subjects development = -0.25 && Diplomatic Reputation = 2;Diplomatic relation = 2;tag = Tonga;The Tangaloa Mythos = Yearly prestige = 1;Pulotu's Creation = Income from vassals = 0.30 && Vassal force limit contribution = 0.3;The Islands of Maui = Development cost = -0.15;True Claimants to Polynesia = Culture conversion cost = -0.1 && Core-Creation Cost = -0.1;The Bells of Tongatapu = Tolerance of True Faith = 2 && Construction Cost = -0.1;Ancient Tongan Craftsmanship = Naval maintenance modifier = -0.2;The Oceanic Empire = Can recruit explorers and conquistadors. Explorers may explore ocean provinces. = yes && Global settler increase = 15;Tongan;tongan
samoan_ideas;Possible Advisors = 1 && Cost of advisors with ruler's culture = -0.25;Idea cost = -0.1;tag = Samoa;Samoan Musical Culture = National unrest = -2;Fa'a Samoa = Governing capacity modifier = 0.1 && Naval force limit modifier = 0.1;Maulu'ulu = Female advisor chance = 0.5 && May recruit female generals = yes && Production Efficiency = 0.1;Acceptance of the Foreign Missionaries = Tolerance of Heathens = 2 && Institution spread = 0.1;Tatau = Legitimacy = 1 && Yearly prestige = 1;Fa'avae I Le Atua Samoa = Religious Unity = 0.25;Polynesian Triangle Trade = Can recruit explorers and conquistadors. Explorers may explore ocean provinces. = yes && Ship trade power = 0.2;Samoan;samoan
ISR_ideas;Legitimacy = 1 && Religious Unity = 0.25;Diplomatic Reputation = 1;tag = Israel;End of Diaspora = National unrest = -1 && Church power modifier = 0.15;National Myths Restored = Discipline = 0.05;Return Home = Production Efficiency = 0.2;Jewish Trade Tradition = Trade Efficiency = 0.1 && Trade Steering = 0.1;Pious People = Tolerance of True Faith = 2;People of Exile = Development cost = -0.1;The Chosen People = Morale of armies = 0.1;Israeli;Israel
OYO_ideas;Improve relations = 0.2 && Liberty desire in subjects = 10;Yearly Army Tradition = 0.5;tag = Oyo;Yoruba Origin Story = Tolerance of True Faith = 1;Oduduwa Mythos = Legitimacy = 1;The City of 401 Deities = Missionary strength = 0.02;Balance of Power = [Country.GetNobilityName] Loyalty Equilibrium = 0.1;The Oyo Cavalry = Cavalry combat ability = 0.1 && Cavalry flanking ability = 0.25;Emporium of the South = Global trade power = 0.1;Feudal Unity = National unrest = -1 && Stability cost modifier = -0.05;Oyo;Oyo
ZAN_ideas;Naval force limit modifier = 0.25 && Ship trade power = 0.2;Global trade power = 0.1;tag = Kilwa;Kilwan Latitude Staves = Trade range = 0.25 && Colonial range = 0.2;Shirazi's Legacy = Legitimacy = 1;The Deal with King Almuli = Diplomatic Reputation = 1 && Trade company investment cost = -0.1;Cultural Melting Pot = Idea cost = -0.05;Gold of Sofala = Monthly gold inflation modifier = -0.2 && Yearly inflation reduction = 0.03;Merchants of Zanzibar = Merchants = 1;Center of Migration = Development cost = -0.1;Kilwan;Kilwa
GZI_ideas;Fort maintenance = -0.1 && Morale of armies = 0.1;Trade Efficiency = 0.2;tag = Zimbabwe;Stone Masonry = Construction Cost = -0.15 && Great project upgrade cost = -0.1;Ivory Trade = Goods produced modifier = 0.1;Gold Deposits = National tax modifier = 0.1 && Monthly gold inflation modifier = -0.2;Zimbabwe's Walls = Fort Defence = 0.25;Lay of the Land = Attrition for enemies = 1;Tributary System = Income from vassals = 0.2;Zimbabwe Birds = Production Efficiency = 0.1;Zimbabwe;Zimbabwe
AKS_ideas;Governing capacity modifier = 0.15 && Discipline = 0.05;National manpower modifier = 0.25;tag = Aksum;Stellae Builders = Yearly prestige = 1;Legacy of King Kaleb = Aggressive expansion impact = -0.15;Persian Revenge = War score cost vs other religions = -0.15;Christianity Stronghold = Tolerance of True Faith = 2;Mediterranean Contacts = technology cost = -0.05 && Institution spread = 0.1;Trade Hub = Trade Efficiency = 0.15;Coin Minting = Yearly inflation reduction = 0.1;Aksumite;Aksum
SOM_ideas;May raid coasts, including coasts of countries with same religion = yes && Morale of armies = 0.1;Galley combat ability = 0.15;tag = Somalia;Land of Punt = Stability cost modifier = -0.1;African Silk Road = Caravan power = 0.2 && Trade Steering = 0.15;African Minting = Yearly inflation reduction = 0.15;Zeila and Berbera = Center of trade upgrade cost = -0.15 && Naval leader maneuver = 1;The Blue Nile = National supply limit modifier = 0.33;Indian Merchants = Merchants = 1 && Naval force limit modifier = 0.25;Faithful to Allah = Missionary strength = 0.01 && Missionary maintenance cost = -0.15;Somali;Somalia
KIT_ideas;Yearly prestige decay = -0.01 && Manpower recovery speed = 0.15;Infantry Combat Ability = 0.1;tag = Kitara;Legacy of the Gods = Legitimacy = 1 && Tolerance of True Faith = 1;Empire of the Light = Stability cost modifier = -0.1;Memory of Aksum = Institution Embracement Cost = -0.2;Lakes Dominance = Unjustified demands = -0.2;Bachwezi Earthworks = Construction Cost = -0.1;Nile Conquest = Core-Creation Cost = -0.15;Rich History = Culture conversion cost = -0.25;Kitaran;Kitara
NBI_ideas;Stability cost modifier = -0.1 && Attrition for enemies = 1;Land fire damage = 0.1;tag = Nubia;Our Land = National unrest = -2;Religious Friction = Missionary strength = 0.02;Desert Knowledge = Land Attrition = -0.1;Military Strength = Discipline = 0.05;Nile Control = Goods produced modifier = 0.1;Christian Ties = Tolerance of True Faith = 2;Egyptian Relations = Administrative Technology Cost = -0.1;Nubian;Nubia
ADA_ideas;Land Maintenance modifier = -0.1 && Trade Efficiency = 0.1;Discipline = 0.05;tag = Adal;Our Infinite Struggle = Manpower recovery speed = 0.2;A Monarchical Imamate = Legitimacy = 1;Zeila and Harar = Global trade power = 0.15;Mujahiduir Cavalry = Cavalry combat ability = 0.1 && Cavalry cost = -0.1;Unite the Clans = Years of separatism = -5;Yahu Yahu = Morale of armies = 0.1;Embrace the Cannons = Artillery combat ability = 0.1;Adalan;Adal
JOL_ideas;Siege ability = 0.1 && [Country.GetNobilityName] Loyalty Equilibrium = 0.1;Monthly autonomy change = -0.05;tag = Jolof;Legacy of Ndiadiane Ndiaye = Diplomatic Reputation = 1;Adherents of Islam = Religious Unity = 0.25 && [Country.GetClergyName] Loyalty Equilibrium = 0.05;The Tribute of the Five Kingdoms = Income from vassals = 0.25 && Liberty desire in subjects = 10;Ambassadors Abroad = Diplomat = 2;Qadi Tribunals = National unrest = -2;Wolof Griots = Legitimacy = 1;Paying the Waref = National tax modifier = 0.1;Jolofian;Jolof
ZUL_ideas;Yearly Army Tradition From Battles = 1 && Land force limit modifier = 0.25;Discipline = 0.05;tag = Zulu;Confederacy of Clans = Stability cost modifier = -0.1;The Ukubuthwa = Manpower recovery speed = 0.2;The Impi Warriors = Infantry Combat Ability = 0.1 && Shock damage = 0.1;Zulu Expansion = Core-Creation Cost = -0.1 && Years of separatism = -3;Warrior Culture = Morale of armies = 0.15;Shaka's Reforms = Reform progress growth = 0.1 && Governing capacity modifier = 0.1;Conquest through Patronage = Vassalizatation acceptance = 10;Zulu;Zulu
client_ideas;Morale of armies = 0.1 && Core-Creation Cost = -0.10;Construction Cost = -0.1;is client nation = yes;Self Rule = National unrest = -2;Foreign Sheriffs = National tax modifier = 0.10;Fortified Border = Fort Defence = 0.15;Foreign Magnates = Production Efficiency = 0.1;Mercantile Privileges = Provincial trade power = 0.15;Recruitment Centers = Mercenary maintenance = -0.15;Foreign Advisors = Possible Advisors = 1;Client;client
colonial_ideas;Development cost = -0.1 && Heretic and heathen provinces do not give any penalties = yes;Morale of armies = 0.10;is colonial nation = yes;Founding Fathers = Republican Tradition = 0.5;Continental Trade = Provincial trade power = 0.25;Manufacturing Center of an Empire = Construction Cost = -0.1;Free Thinkers = Idea cost = -0.1;Colonial Militia = Regiment cost = -0.1;New Frontiers = Automatically discover adjacent when a colony is built. = yes && Global settler increase = 20;Liberty Heroes = Leader without upkeep = 1;Colonial;Colonial Governor
barbary_pirate_ideas;Galley combat ability = 0.2 && Privateer efficiency = 0.2;Republican Tradition = 0.5 && Legitimacy = 1;has reform = Pirate Republic && culture group = Maghrebi && tag = Tétouan && tag = Salé && ;The Barbary Slave Trade = Trade Efficiency = 0.1;Galley Slaves = National sailors modifier = 0.25 && Galley cost = -0.2;Vengeful Refugees = Naval combat bonus off owned coast;Mazmorras = Diplomatic Reputation = 1;Fortified Pirate Strongholds = Fort Defence = 0.2;Heirs of Al-Andalus = Unjustified demands = -0.25;Board of Captains = The Captains Influence = 0.1 && Military possible policies = 1;Barbary Pirate;barbary pirate
pirate_ideas;Navy Tradition = 1 && Leader without upkeep = 1;Unjustified demands = -0.25; && has reform = Pirate Republic &&NOT =  culture group = Maghrebi && NOT =  tag = Tétouan && NOT =  tag = Salé && tag = New Providence && tag = Port Royal && tag = Tortuga && tag = Libertatia && ;Religious Apathy = Heretic and heathen provinces do not give any penalties = yes;Plunder! = Looting speed = 0.25;Buccaneers = Infantry Cost = -0.1;Sail in Consort = Global naval engagement = 0.2;Elected Quartermasters = National unrest = -2 && Morale of navies = 0.1;Pirate Bays = Naval combat bonus off owned coast;Life of Liberty = Rebel support efficiency = 0.25 && Sailor recovery speed = 0.1;Pirate;pirate
cossack_ideas;National unrest = -2 && Looting speed = 0.25;Shock damage = 0.1;has reform = Sich Rada;Escaped Serfs = Manpower recovery speed = 0.2;Cossack Hetmanate = Republican Tradition = 0.5;Steppe Riders = ;Scornful Insults = Power projection from insults = 1;Military Society = Yearly Army Tradition = 0.5;Free the Serfs = Years of separatism = -5;Cossack Registers = Military possible policies = 1;Cossack;cossack
berber_ideas;Naval attrition = -0.25 && May raid coasts = yes;Global trade power = 0.10;culture group = Maghrebi;Barbary Pirates = Naval force limit modifier = 0.25;Desert Warfare = Attrition for enemies = 1;Trans-Saharan Trade = Trade Efficiency = 0.1 && Caravan power = 0.2;Corsairs = Navy Tradition = 1 && Privateer efficiency = 0.10;Tuareg Cavalry = Cavalry combat ability = 0.10 && Looting speed = 0.10;Dual Diplomacy = Diplomatic relation = 1;The Brothers Barbarossa = Galley combat ability = 0.20;Berber;Berber
rajput_ideas;Diplomatic Reputation = 1 && Manpower recovery speed = 0.1;Discipline = 0.05;primary culture = Rajasthani && primary culture = Malvi &&NOT =  religion group = Muslim ;Clan Loyalties = National manpower modifier = 0.15;Fortifying Rajputana = Fort Defence = 0.15;Marwari Horses = ;Rajput Resistance = War Exhaustion = -0.03;Create Rajput Painting School = Yearly prestige = 1;Martial Ethos = Land leader fire = 1;Rajput Trading Houses = Trade Efficiency = 0.10;Rajput;Rajasthani
telugu_ideas;Fort Defence = 0.2 && Mercenary maintenance = -0.15;National manpower modifier = 0.1;primary culture = Telugu;Patronize Telugu Literature = Yearly prestige = 1;Telugu Warrior Aristocrats = Yearly Army Tradition = 0.5;Kakatiya Legacy = National tax modifier = 0.1;Great Forts of the East = Fort maintenance = -0.15;Legend of Prataparudra = Legitimacy = 1;Diamond Mines of Kollur = Production Efficiency = 0.1;Encourage Coromandel Trade = Domestic trade power = 0.1;Telugu;telugu
dravidian_ideas;Religious Unity = 0.33 && Production Efficiency = 0.1;Trade Efficiency = 0.10;culture group = Dravidian && NOT =  primary culture = Malayalamreligion = Hindu;Merchants of Southern India = Trade range = 0.20;Water Tanks and Canals = National tax modifier = 0.10;Polygar System = National manpower modifier = 0.10;South Indian Mercenaries = Mercenary maintenance = -0.15;Patronage of Great Temples = Legitimacy = 1;South Indian Literature = Yearly prestige = 1;Merchant Capitalists = Merchants = 1;Dravidian;Dravidian
bengali_ideas;Merchants = 1 && Infantry Combat Ability = 0.1;Yearly prestige = 1;primary culture = Bengali && TAG = Koch && TAG = Kachar && ;Bengali Hindu-Sufi Syncretism = Religious Unity = 0.5;Ganges-Brahmaputra Confluence = Trade Efficiency = 0.1;Bengal's Endlessly Productive Rice Fields = National manpower modifier = 0.2;Mustard Oil & Ilish Mach = Cost of reducing war exhaustion = -0.10;Jute Production = ;Opium Fields of Bengal = National tax modifier = 0.1;The Bengal Renaissance = Institution spread = 0.1;Bengali;Bengali
gujarati_ideas;Merchants = 1 && Fort maintenance = -0.15;Trade Efficiency = 0.1;primary culture = Gujarati && primary culture = Saurashtri && tag = Baglana && ;Kathiawari Horses = Cavalry combat ability = 0.1;Establish New Trading Ports = Domestic trade power = 0.1;Safe Harbor for Jain Bankers = Interest per annum = -1;Rajput Dynasties = Diplomatic Reputation = 1;Protect the Dwarkadhish Temple = Tolerance of True Faith = 1;Ashapura Mata = Legitimacy = 1;Extend Trade Routes to Africa = Trade range = 0.2;Gujarati;Gujarati
indian_muslim_ideas;Cavalry cost = -0.1 && Cavalry combat ability = 0.1;Infantry Combat Ability = 0.1;religion group = Muslim && culture group = Hindustani && culture group = Eastern Aryan && culture group = Western Aryan &&NOT = primary culture = Marathi && ;Tolerate the Idol Worshipers = Religious Unity = 0.50;Court Persian = National unrest = -1;Comprehensive Land Survey = National tax modifier = 0.10;Counting the People = National manpower modifier = 0.10;Equality Under the Law = Global trade power = 0.1;High Court Culture = Yearly prestige = 1;Sultanate Bureaucracy = Stability cost modifier = -0.1;Indian Muslim;indian muslim
mindanao_ideas;Yearly Yearly navy tradition decay = -0.01 && Infantry Combat Ability = 0.1;National manpower modifier = 0.1;tag = Maguindanao && tag = Lanao && ;An Islamicized Barangay = Tolerance of Heathens = 2;Unite the Datus = National tax modifier = 0.1;Protect the Riches of Mindanao = Goods produced modifier = 0.1;Moro Sailors = Naval maintenance modifier = -0.2;Fortify our Ports = Fort Defence = 0.2;Guerrilla Warfare = Morale of armies = 0.1;Pirates of Mindanao = Embargo Efficiency = 0.1 && Privateer efficiency = 0.25;Mindanao;mindanao
horde_ideas;Aggressive expansion impact = -0.10 && Years of separatism = -5;Stability cost modifier = -0.10;has reform = Steppe Nomads;The Life of a Steppe Warrior = ;Traditions of the Great Khan = Cavalry combat ability = 0.20;Horse Supplies = Land Maintenance modifier = -0.05;Steppe Leaders = Land leader shock = 1;The Tradition of Conquest = ;Logistics of the Khan = ;The Glory of Conquest = ;Horde;horde
theocracy_ideas;Manpower recovery speed = 0.15 && Missionaries = 1;Culture conversion cost = -0.1;government = theocracy && religion group = Christian;Holy Order = Discipline = 0.05;Church Administration = Stability cost modifier = -0.10 && Core-Creation Cost = -0.10;True Defender of the Faith = Fort Defence = 0.25;Let No Man Tolerate the Witch = Missionary strength = 0.02;Onward Christian Soldiers = National garrison growth = 0.1 && Garrison size = 0.1;Turn the Other Cheek = Attrition for enemies = 1;Render unto Caesar = National tax modifier = 0.10;Theocracy;theocracy
anatolian_beyliks_ideas;Discipline = 0.05 && Core-Creation Cost = -0.20;Yearly Army Tradition = 0.5;primary culture = Turkish;Traveling Ozan= National unrest = -1;Seljuq Marches = National manpower modifier = 0.10;Akîncî Cavalry = Cavalry combat ability = 0.15 && Looting speed = 0.10;Ghazi = ;Caravanserais = Trade Efficiency = 0.1;Anatolian Architecture = Construction Cost = -0.10;Legacy of the Great Seljuq Empire = Yearly prestige = 1;Anatolian Beyliks;anatolian beyliks
daimyo_ideas;Spy network construction = 0.2 && Land force limit modifier = 0.25;Yearly Army Tradition = 0.5;has reform = Daimyo && has reform = Independent Daimyo && has reform = Shogunate && ;Bushido = Discipline = 0.05;The Bun and the Bu = Idea cost = -0.1;Honor the Ancestors = Legitimacy = 1;The Five Rings = Morale of armies = 0.10;Wandering Ronin = Mercenary maintenance = -0.15;Armies of the Daimyo = National manpower modifier = 0.25;Honor Unto Death = Yearly prestige = 1;Daimyo;Daimyo
BAV_ideas;Cavalry combat ability = 0.1 && Chance of new heir = 0.5;Development cost = -0.1;primary culture = Bavarian;Institute the Everlasting Succession = Legitimacy = 1;Bring in the Bavarian Purity Law = Production Efficiency = 0.1;Found the Bavarian State Orchestra = Yearly prestige = 1;Establish the Geistlicher Rat = Missionary strength vs heretics = 0.03 && Yearly papal influence = 1;Become Brewmaster General = National tax modifier = 0.1;Found a Professional Army = Discipline = 0.05;Found the Royal Order of Saint George for the Defense of the Immaculate Conception = Yearly Army Tradition = 0.5;Bavarian;Bavaria
swabian_ideas;Manpower recovery speed = 0.15 && Mercenary maintenance = -0.15;Improve relations = 0.25;primary culture = Swabian;Swabian Mercenaries = Mercenary manpower = 0.4;By the River Iller = Fort Defence = 0.2;Bavarian Resistance = Morale of armies = 0.1;Decapole = Diplomatic relation = 1;Reclaiming the Duchy = Aggressive expansion impact = -0.1;The Thorn of the Empire = Legitimacy = 1;The Habsburg League = National unrest = -1;Swabian;Swabian
german_ideas;Infantry Combat Ability = 0.1 && Mercenary maintenance = -0.15;technology cost = -0.05;culture group = Germanic;Zunft = Production Efficiency = 0.10;Frühlings- und Herbstmesse = Domestic trade power = 0.10 && Trade Efficiency = 0.05;Reichskreis = Diplomatic Reputation = 1;Polizeiordnung = National unrest = -1;Cuius Regio, Eius Religio = Missionary strength = 0.01;Thurn und Taxis = Diplomatic relation = 1;Residenzstadt = Yearly prestige = 1;German;german
malayan_ideas;Trade Steering = 0.1 && Ship cost = -0.1;Naval tradition from battles = 0.5;religion group = Muslim && tag = Pahang &&culture group = Malay && NOT = primary culture = Sumatran && ;Indian Ocean Trade = Merchants = 1;Sufi Legacy = Tolerance of Heathens = 2;Spice Islands = Production Efficiency = 0.1;Classical Malay = Idea cost = -0.05;Trading Fleets = Naval maintenance modifier = -0.2 && Sailor maintenance = -0.1;Heirs of Pasai = Yearly prestige = 1;Settle the Islands = Global settler increase = 20;Malayan;Malayan
arabian_ideas;National manpower modifier = 0.15 && Land Attrition = -0.15;Land leader shock = 1;culture group = Levantine && NOT =  primary culture = Turkish ;Indian Ocean Trade = Trade Steering = 0.15;Arabian Horses = Cavalry cost = -0.1 && Cavalry flanking ability = 0.25;Land of the Prophet = National unrest = -1;Spreading the Prophet's Word = Missionary strength = 0.01;Bedouin Traders = Global trade power = 0.1;Clan Loyalties = Land leader maneuver = 1;Arabia = Yearly prestige = 1;Arabian;arabian
latin_ideas;Yearly papal influence = 2 && Trade Efficiency = 0.1;Legitimacy = 1 && Republican Tradition = 0.3;culture group = Latin && capital scope =  region = Italy ;Italian Renaissance = Idea cost = -0.05;Italian Condottieri = Mercenary maintenance = -0.15;Italian Aristocracy = Foreign spy detection = 0.2 ;Trace Italienne = Fort Defence = 0.05 && Garrison size = 0.1;High Renaissance Art & Architecture = Yearly prestige = 1;Italian Diplomacy = Diplomatic relation = 1 && Spy network construction = 0.1;Commedia dell'arte = Stability cost modifier = -0.10;Latin;Latin
generic_aboriginal_ideas;Tolerance of True Faith = 1 && Stability cost modifier = -0.1;Shock damage = 0.1;culture group = Aboriginal;Aboriginal Art = Yearly prestige = 1;Fire-stick Farming = Development cost = -0.1;Walkabout = Movement speed = 0.1;People of the Outback = Land Attrition = -0.1;The Sacred Lands = National tax modifier = 0.1;Dreamtime = Religious Unity = 0.2;Musical Tradition = Improve relations = 0.2;Generic Aboriginal;generic aboriginal
native_ideas;Manpower recovery speed = 0.15 && Prestige from land battles = 1.0;Diplomatic relation = 1;government = Native Tribe && NOT =  primary culture = TupinambaNOT =  primary culture = LokonoNOT = capital scope = && superregion = North America &&region = California &&region = Rio Grande && &&;Counting Coups = Morale of armies = 0.1;Storytelling Tradition = Idea cost = -0.1;Clan Mothers = Production Efficiency = 0.1;Adopt Clan Totems = Stability cost modifier = -0.1;The Little War = National unrest = -2;War and Peace Chiefs = National manpower modifier = 0.20;Great Winter Hunts = Global settler increase = 25;Native;Native Tribe
central_indic_ideas;Morale of armies = 0.1 && National manpower modifier = 0.15;Merchants = 1;primary culture = Gondi;Securing Our Defenses = Fort Defence = 0.15;Tribal Religion = Religious Unity = 0.1 && National unrest = -1;Tigers and Elephants = Attrition for enemies = 1.0;Flexible Caste System = Max promoted culture = 1;Raiding the Lowlands = Infantry Combat Ability = 0.1;Ancient Roots = Legitimacy = 1;Formalize Relations with the Chiefs = National tax modifier = 0.1;Central Indic;Central Indian
swahili_ideas;Trade range = 0.25 && Light ship cost = -0.2;Global trade power = 0.1;primary culture = Swahili;Indian Ocean Trade = Trade Efficiency = 0.1 && Sailor maintenance = -0.1;Monsoon Season = Naval leader maneuver = 1;Great Mosque of Kilwa = Tolerance of True Faith = 1;Indian Ocean Melting Pot = Idea cost = -0.05;Recruit the Unbelievers = Mercenary maintenance = -0.15;Ivory Trade = Production Efficiency = 0.1;Familiar Presence Abroad = Diplomatic Reputation = 1 && Diplomatic relation = 1;Swahili;Swahili
sumatran_ideas;Production Efficiency = 0.10 && Trade range = 0.15;Fort Defence = 0.20;primary culture = Sumatran;Reliance On Trade = Trade Efficiency = 0.10;Porch of Mecca = Missionary strength = 0.02;Spice Pirates = Light ship combat ability = 0.10 && Privateer efficiency = 0.15;Center of Scholarship = Advisor cost = -0.15;Merchants of The Indian Ocean = Merchants = 1;Legacy of Srivijaya = Yearly prestige = 1;Rule of The Sea = Naval force limit modifier = 0.25;Sumatran;Sumatran
KUT_ideas;Provincial trade power = 0.1 && Trade Steering = 0.2;Domestic trade power = 0.2;primary culture = Bornean;Earliest Indic State = Trade Efficiency = 0.1;Muslim Trading Communities = Tolerance of Heathens = 2;Riches of Borneo = Goods produced modifier = 0.1;Anti-Piracy Measures = Fort Defence = 0.1;Encourage Immigration = National manpower modifier = 0.15;Consolidation of Borneo = National tax modifier = 0.1;Subdue the Inlands = National unrest = -1;Kutai;Kutai
javan_ideas;Tolerance of Heathens = 2 && Yearly prestige decay = -0.01;Naval maintenance modifier = -0.2;primary culture = Javanese && primary culture = Sundanese && ;Candi Shrines = Religious Unity = 0.20;Indianization = Institution spread = 0.1;Dharmashastra = Missionary strength = 0.02;Pan-Asian Trade = Merchants = 1 && Trade Steering = 0.10;Bi-Yearly Harvest = Goods produced modifier = 0.10;Modernized Ship-Building techniques = Ship cost = -0.10;Terracotta Banking System = Trade Efficiency = 0.1;Javan;Javan
evenk_ideas;Attrition for enemies = 1 && Province warscore cost = -0.1;Trade Efficiency = 0.1;primary culture = Evenk;Family Brigades = Land Attrition = -0.1 && Movement speed = 0.05;Reindeer Herding = Trade range = 0.15;Self-Sufficiency = Years of separatism = -5;Siberian Resources = Construction Cost = -0.1;Mongolian Deel = Mercenary manpower = 0.25 && Mercenary maintenance = -0.1;Love of the Forest = Land leader maneuver = 2;New Ways to Hunt = Land fire damage = 0.1;Evenk;Evenk
siberian_ideas;Unjustified demands = -0.25 && Land Attrition = -0.15;War Exhaustion = -0.05;has reform = Siberian Native Council;Hunters of the North = Attrition for enemies = 1;Siberian Fur Trade = Domestic trade power = 0.1;Enslave the Captives = Production Efficiency = 0.1;Siberian Backwoods = Fort Defence = 0.15;Land Bought with Blood = Prestige from land battles = 1.0;Successful Raids = National manpower modifier = 0.15 && Reinforce speed = 0.05;Hunting Expansion = Global settler increase = 20;Siberian;Siberian
mesoamerican_ideas;Chance of new heir = 0.5 && Income from vassals = 0.25;Fort Defence = 0.2;religion = Nahuatl && tag = Guamar && tag = Chichimeca && ;Olmec Legacy = Idea cost = -0.1;Altepetl = Global trade power = 0.1;The Ball Game = Diplomatic Reputation = 1;The Feathered Serpent = National unrest = -1;Ritual Bloodletting = Legitimacy = 1;Pyramid Architecture = Construction Cost = -0.1;Obsidian and Jade = Trade range = 0.2 && Trade Efficiency = 0.05;Mesoamerican;Mesoamerican
TIB_ideas;National unrest = -1 && Missionary strength = 0.01;Advisor cost = -0.10;tag = Tibet && && primary culture = Tibetan &&primary culture = Sino-Tibetan && &&religion = Vajrayana &&;Vajrayana Buddhism  = Stability cost modifier = -0.10;Bön Influence. = Land leader shock = 1;Yaks! = Production Efficiency = 0.1;The Way of Virtue= Tolerance of Heretics = 1 && Tolerance of Heathens = 1;Potala Palace = Diplomatic Reputation = 1;The Way of the Ancients = Discipline = 0.05;The Pale Earth School = Idea cost = -0.1;Tibetan;Tibet
west_african_ideas;National manpower modifier = 0.15 && Looting speed = 0.20;Diplomat = 1;technology group = West African && NOT = tag = Loango && tag = Ndongo && ;Griot Tradition = Possible Advisors = 1;Salt Caravans = Goods produced modifier = 0.10;Kola Nuts = Global trade power = 0.1;Ancestors and Crescent = Religious Unity = 0.20;Royal Stables = Cavalry cost = -0.1;The Great River = Trade Efficiency = 0.05 && Envoy travel time = -0.25;Maintain Minor Kings = Max promoted culture = 1;West African;West African
andean_ideas;Legitimacy = 1 && Chance of new heir = 0.5;Trade Efficiency = 0.1;technology group = Andean && NOT =  primary culture = Aimara ;Talking Knots = National tax modifier = 0.1;Mountain Roads Network = Provincial trade power = 0.1;Tears of the Sun = Yearly inflation reduction = 0.1;Llamas Farming = Production Efficiency = 0.10;Monumental Ornaments = Development cost = -0.1;Hidden Cities = Fort Defence = 0.1;Zampano Music = Yearly prestige = 1;Andean;Andean
aymaran_ideas;Production Efficiency = 0.10 && Fort Defence = 0.15;Goods produced modifier = 0.1;primary culture = Aimara;Legacy of Tiwanaku = Idea cost = -0.1;Yatiri Healing = Possible Advisors = 1;Chu'uqi Production = Land Attrition = -0.10;Cultivate Aymara Dances = Yearly prestige = 1;The Tinku Rites = Morale of armies = 0.1;Encourage the Chal'lla = Stability cost modifier = -0.15;Ayni Duties = Recruitment time = -0.10;Aymaran;aymaran
