Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
KLE_ideas;<:production_efficiency:1005775011753234442> Production efficiency = 0.1 && <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;<:idea_cost:1005773900464005170> Idea cost = -0.1;tag = Cleves;Walled Cities = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Cleves and Mark = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Avid Reformers = <:papal_influence:1005774980123988038> Yearly papal influence = 1 && <:monthly_fervor_increase:1005774288558759997> Monthly fervor increase = 0.25 && <:church_power_modifier:1005773406857347082> Church power modifier = 0.1 && <:global_heretic_missionary_streng:1005773667189403668> Missionary strength vs heretics = 0.01;Strategic Marriages = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;United Duchies = <:diplomatic_annexation_cost:1005773450964643870> Diplomatic Annexation Cost = -0.15;Educated Duisberg = <:dip_tech_cost_modifier:1005773449400168459> Diplomatic Technology Cost = -0.1;Militarize Schwanenburg = <:global_garrison_growth:1005773664261771294> National garrison growth = 0.25;Clevian;Cleves
DEC_ideas;<:administrative_efficiency:1005120763071832145> Administrative Efficiency = 0.05 && <:land_morale:1005774027152965652> Morale of armies = 0.1;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;tag = Deccan;Dakani Language = ;Funding the Diwan = <:free_adm_policy:1005773643491586128> Administrative free policies = 1;Privileges for Foreign Traders = <:global_trade_power:1005773865437376582> Global trade power = 0.1;Empower the Paigah = <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.2;Modernize the Sarf-e-Khas = <:discipline:1005098692254105711> Discipline = 0.05;Jewels of the Nizams = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Encourage Growth of Industries = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Deccani;Deccan
DLH_ideas;<:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15 && <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;<:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;tag = Delhi;Afghan Nobility = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Suppress Rebellion = <:global_unrest:1005773867131883530> National unrest = -1;Restore the Delhi Empire = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Promote Innovation in Textile Production = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Re-integrate Former Provinces = <:<:governing_capacity_modifier:1005773873867923547> Governing capacity modifier:1005773873867923547> Governing capacity modifier = 0.1;Protect the Grand Trunk Road = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.1;The Throne of India = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Delhian;Delhi
BHA_ideas;<:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1 && <:state_maintenance_modifier:1005120805161681037> State maintenance = -0.15;<:years_of_nationalism:1005775426955784282> Years of separatism = -5;tag = Bharat;Modernized War Elephant Tactics = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15;Unite the Subcontinent = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 2;Golden Age of Sanskrit Literature = <:technology_cost:1005120815056044053> Technology cost = -0.05;Indian Army = <:discipline:1005098692254105711> Discipline = 0.05;Ganga = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Brahmin Administration = <:administrative_efficiency:1005120763071832145> Administrative Efficiency = 0.05;Develop Rocket Technology = <:artillery_power:1005773277026848882> Artillery combat ability = 0.1;Bharathi;Bharat
HIN_ideas;<:<:governing_capacity_modifier:1005773873867923547> Governing capacity modifier:1005773873867923547> Governing capacity modifier = 0.1 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;<:discipline:1005098692254105711> Discipline = 0.05;tag = Hindustan;Sepahi = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.15;Persianate Courtly Culture = <:advisor_cost:1005120766569893988> Advisor cost = -0.1;Imperial Indian Ambition = <:years_of_nationalism:1005775426955784282> Years of separatism = -5;The Peacock Throne = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Gunpowder Empire = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Patronize Sufi Missionaries = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;Proto-Industrialization = <:development_cost:1005773438989914184> Development cost = -0.1;Hindustani;Hindustan
RJP_ideas;<:free_mil_policy:1005773649338437642> Military free policies = 1 && <:land_morale:1005774027152965652> Morale of armies = 0.1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Rajputana;Imperial Legacy = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;King of Petty Princes = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Marwari Horses = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15 && <:movement_speed:1005774307571548191> Movement speed = 0.1;Purbia Legacy = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Protectors of the Dharma = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Expanded Artillery Arm = <:artillery_cost:1005773273981792358> Artillery Cost = -0.15;Monumental Architecture = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Rajputani;Rajputana
NAG_ideas;<:ae_impact:1005120769891762206> Aggressive expansion impact = -0.15 && <:land_morale:1005774027152965652> Morale of armies = 0.15;<:free_leader_pool:1005773647891419136> Leader without upkeep = 1;tag = Nagpur;Unite the Gonds and Garjats = <:global_unrest:1005773867131883530> National unrest = -2;Exploit Harsh Terrain = <:leader_land_manuever:1005772048376811661> Land leader maneuver = 1;Send for Artisans = <:build_cost:1005773315069198356> Construction Cost = -0.1;Invite Maratha Warriors = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Light Cavalry Shock Tactics = <:shock_damage:1005120789978296391> Shock damage = 0.1;Cultivating the Forest = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Unjustified Expansion = <:unjustified_demands:1005775382953328712> Unjustified demands = -0.25;Nagpuri;Nagpur
MER_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:infantry_cost:1005773915613831249> Infantry Cost = -0.2;<:war_exhaustion:1005775395607552072> Monthly war exhaustion = -0.03;tag = Mewar;Rajput Heartland = <:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01;Construct the Victory Tower = <:prestige:1005120779614163074> Yearly prestige = 1;The Fort of Kumbhalgarh = <:defensiveness:1005773436997615728> Fort Defence = 0.15;City of Lakes = <:development_cost:1005773438989914184> Development cost = -0.1;Recall the Purbias = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Mandatory Firearm Drills = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Reorganized Rajput Regiments = <:discipline:1005098692254105711> Discipline = 0.05;Mewari;Mewar
BNG_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;<:backrow_artillery_damage:1005773288099807323> Artillery damage from back row = 0.15;tag = Bengal;Combat Coastal Piracy = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Promote Habshi Generals = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Clear the Delta = <:development_cost:1005773438989914184> Development cost = -0.1;Attract Sufi Scholars = <:idea_cost:1005773900464005170> Idea cost = -0.1;Conquest of the Gangetic Plain = <:leader_land_shock:1005772049727369336> Land leader shock = 1;Begin the Minting of Rupees = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Bengali Industrialization = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Bengali;Bengal
GUJ_ideas;<:global_ship_trade_power:1005773846986641510> Ship trade power = 0.1 && <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;<:global_trade_power:1005773865437376582> Global trade power = 0.2;tag = Gujarat;Garba! = <:religious_unity:1005120781216383077> Religious unity = 0.5;Jain Connections = <:trade_range_modifier:1005775272961904760> Trade <:range:1005775205530091561> Colonial range = 0.20;Gujarati Lipi = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Gujarati Merchant Diaspora = <:light_ship_cost:1005774042625753088> Light ship cost = -0.20;Hub of the Indian Ocean Trade = <:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.20;Foreign Merchants set up Factories = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Gujarati Diaspora Descends On Africa = <:merchants:1005774255495053442> Merchants = 1;Gujarati;Gujarat
SND_ideas;<:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.25 && <:missionaries:1005774270720389220> Missionaries = 1;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;tag = Sindh;Enduring Samma Dynasty = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Bab ul Islam = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;Strengthen Gujarati Connections = <:placed_merchant_power:1005774985001971744> Merchant trade power = 5;Expand the Makli Necropolis = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 1;End Judicial Corruption = <:yearly_corruption:1005775409939484772> Yearly corruption = -0.1;Oversee the Rise of Thatta = <:build_cost:1005773315069198356> Construction Cost = -0.1;Recruit Balochi Tribesmen = <:mercenary_discipline:1005774250432532570> Mercenary <:discipline:1005098692254105711> Discipline = 0.025;Sindhi;Sindh
DHU_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:caravan_power:1005773321108979814> Caravan power = 0.2;<:fire_damage:1005773634507382784> Land fire damage = 0.1;tag = Dhundhar;Improve the Fort at Amer = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Seek the Protection of Great Powers = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Restore Hindu Ceremonies = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 1;Found the City of Jaipur = <:development_cost:1005773438989914184> Development cost = -0.1;Battles in Foreign Lands = <:army_tradition_from_battle:1005773271037390868> <:army_tradition:1005773267652591657> Yearly Army Tradition From Battles = 0.5;Astronomical Education = <:technology_cost:1005120815056044053> Technology cost = -0.05;Pindari Mercenaries = <:land_attrition:1005774022136582144> Land Attrition = -0.15;Dhundhari;Dhundhar
MYS_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:free_leader_pool:1005773647891419136> Leader without upkeep = 1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Mysore;Unification of Mysore = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Patronize Kannada Literature = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Religious Tolerance = <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 2;Reform the Silk Industry = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Rockets! = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Reform the Mysorean Army = <:free_mil_policy:1005773649338437642> Military free policies = 1;Dynamic Diplomacy = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Mysorian;Mysore
RIG_ideas;<:global_garrison_growth:1005773664261771294> National garrison growth = 0.25 && <:development_cost:1005773438989914184> Development cost = -0.1;<:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.2;tag = Riga;Legacy of Bishop Albert = <:papal_influence:1005774980123988038> Yearly papal influence = 2 && <:monthly_fervor_increase:1005774288558759997> Monthly fervor increase = 0.25 && <:church_power_modifier:1005773406857347082> Church power modifier = 0.1;Hanseatic Port of Riga = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Monopoly Rights = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Denounce Witchcraft = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;Free City of Riga = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Fortify Riga = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Restore the Brothers of the Sword = <:discipline:1005098692254105711> Discipline = 0.05;Rigan;Riga
CRI_ideas;<:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1 && <:leader_land_manuever:1005772048376811661> Land leader maneuver = 1;<:core_creation:1005098690484113489> Core-Creation Cost = -0.25;tag = Crimea;Genghisid Legacy = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.2;Slavers of the Steppe = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.15;Lead Raids into Ruthenia = <:loot_amount:1005772108372127815> Looting speed = 0.25;Despoilers = <:leader_land_shock:1005772049727369336> Land leader shock = 1;Free Cattle Grazing = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Settle the Crimean Steppe = <:build_cost:1005773315069198356> Construction Cost = -0.1 && <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.1;Accept Nogai Protectorates = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.25;Crimean;Crimea
CHR_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:global_regiment_cost:1005773686139260979> Regiment cost = -0.1;<:state_maintenance_modifier:1005120805161681037> State maintenance = -0.15;tag = Chernigov;Legacy of the Old Principality = <:<:governing_capacity_modifier:1005773873867923547> Governing capacity modifier:1005773873867923547> Governing capacity modifier = 0.1;Field Cossack Regiments = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15;Expand Regimental Barracks = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Konotop Fortress = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Local Governance Councils = <:global_unrest:1005773867131883530> National unrest = -2;Renovate the Transfiguration Cathedral = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Tame the Grasslands = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Chernihiv;Chernigov
ILK_ideas;<:cavalry_power:1005098688223383734> Cavalry combat ability = 0.2 && <:cavalry_cost:1005773403501903894> Cavalry cost = -0.15;<:cavalry_flanking:1005773405267701792> Cavalry flanking ability = 0.5;tag = Ilkhanate;Restored Ilkhanate = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1 && Horde Unity = 1;Favor Sufism = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 2;Persian Language at Court = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;The Yam = <:movement_speed:1005774307571548191> Movement speed = 0.15 && <:envoy_travel_time:1005773616387981323> Envoy travel time = -0.25;Mongol Peace = <:years_of_nationalism:1005775426955784282> Years of separatism = -5;Patronize Observatories = <:technology_cost:1005120815056044053> Technology cost = -0.05;Recruit Turkoman Gunners = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Ilkhanid;Ilkhanate
SYN_ideas;<:global_regiment_cost:1005773686139260979> Regiment cost = -0.85 && <:fire_damage_received:1005773635967008869> Fire damage received = 0.5;<:production_efficiency:1005775011753234442> Production efficiency = 0.15;tag = Synthetics;Logic Engines = <:technology_cost:1005120815056044053> Technology cost = -0.25;Loyalty Circuits = <:land_morale:1005774027152965652> Morale of armies = 0.2;Durable = <:shock_damage_received:1005120791941230743> Shock damage received = -0.25;Mass Produced = <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.25 && <:global_regiment_recruit_speed:1005773687737290762> Recruitment time = -0.25;Propaganda Machines = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.2;Harvesters = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.2;Emotion Emulators = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Synthetic;Synthetics
MOR_ideas;<:may_perform_slave_raid:1005774238487154689> May raid coasts = yes && <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;<:hostile_attrition:1005773891261710396> Attrition for enemies = 1;tag = Morocco;Powerful Viziers = <:same_culture_advisor_cost:1005775261645672508> Cost of advisors with ruler's culture = -0.2;Sufi Marabouts = <:idea_cost:1005773900464005170> Idea cost = -0.1 && <:monthly_piety:1005774296536326175>  Monthly Piety = -0.001;Trans-Saharan Trade = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1 && <:caravan_power:1005773321108979814> Caravan power = 0.2;Defend the Coastline = <:galley_power:1005773653985726475> Galley combat ability = 0.2;Protect Pirate Republics = <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.15;Slave Soldiers = <:land_maintenance_modifier:1005774025739489320> Land Maintenance modifier = -0.05 && <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.1;Curb Tribal Power = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Moroccan;Morocco
TUN_ideas;<:may_perform_slave_raid:1005774238487154689> May raid coasts = yes && <:galley_power:1005773653985726475> Galley combat ability = 0.2;<:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;tag = Tunis;Catalan Guard = <:mercenary_discipline:1005774250432532570> Mercenary <:discipline:1005098692254105711> Discipline = 0.05 && <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.05;Dual Diplomacy = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;Corsairs = <:navy_tradition:1005774958540107819> Yearly navy tradition = 1 && <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.10;Attract Foreign Pirates = <:global_sailors_modifier:1005773842528079994> National sailors modifier = 0.25;Board of Captains = <:leader_naval_fire:1005774030172864572> Naval leader fire = 1;Export Monopolies = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.2 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.05;Tunisian Caliphate = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 1 && <:monthly_piety:1005774296536326175>  Monthly Piety = 0.001;Tunisian;Tunis
TEX_ideas;<:fire_damage_received:1005773635967008869> Fire damage received = -0.1 && <:no_religion_penalty:1005774963577462785> Heretic and heathen provinces do not give any penalties = yes;<:land_morale:1005774027152965652> Morale of armies = 0.15;tag = Texas;Lone Star State = <:prestige:1005120779614163074> Yearly prestige = 1;Texan Revolution = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Cotton Plantations = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Vaqueros = <:land_attrition:1005774022136582144> Land Attrition = -0.1 && <:movement_speed:1005774307571548191> Movement speed = 0.15;Frontier Nation = <:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01;Tejanos = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.15;Adelsverein = <:development_cost:1005773438989914184> Development cost = -0.1;Texan;Texas
AUS_ideas;<:global_ship_recruit_speed:1005773844264530010> Shipbuilding time = -0.2 && <:global_colonial_growth:1005773661422227508> Global settler increase = 25;<:development_cost:1005773438989914184> Development cost = -0.15;tag = Australia;Outback Stations = <:colonists:1005773417997422702> Colonist = 1;The Land Down Under = <:land_attrition:1005774022136582144> Land Attrition = -0.1 && <:hostile_attrition:1005773891261710396> Attrition for enemies = 1;The Eureka Rebellion = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;The Diggers = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:allowed_marine_fraction:1005120777856745492> Marines force limit = 0.5;Royal Australian Navy = <:global_ship_cost:1005098694091223040> Ship cost = -0.1 && <:disengagement_chance:1005773460036927600> Ship disengagement chance = 0.05;Integration of the Bushrangers = <:shock_damage:1005120789978296391> Shock damage = 0.1;Waltzing Matilda = <:build_cost:1005773315069198356> Construction Cost = -0.1;Australian;Australia
NZL_ideas;<:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1 && <:global_trade_power:1005773865437376582> Global trade power = 0.1;<:colonists:1005773417997422702> Colonist = 1;tag = Zealandia;Maori Seats = <:no_religion_penalty:1005774963577462785> Heretic and heathen provinces do not give any penalties = yes && <:republican_tradition:1005775244306432000> Yearly republican tradition = 0.15;The Otago Gold Rush = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Piopiotahi = <:development_cost:1005773438989914184> Development cost = -0.1 && <:prestige_decay:1005775002873892884> Yearly <:prestige:1005120779614163074> Yearly prestige decay = -0.005;The Kiwi Haka = <:shock_damage:1005120789978296391> Shock damage = 0.1;The New Zealand Company = <:global_colonial_growth:1005773661422227508> Global settler increase = 25;Rejecting the Australia Constitution = <:land_morale:1005774027152965652> Morale of armies = 0.15;Pokarekare Ana = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 2;Kiwi;Zealandia
ALA_ideas;<:light_ship_power:1005774044039225395> Light ship combat ability = 0.15 && <:naval_morale:1005774954232549396> Morale of navies = 0.2;<:heavy_ship_power:1005773884978647191> Heavy Ship combat ability = 0.1;tag = Alaska;Aleutian Endurance = <:development_cost:1005773438989914184> Development cost = -0.15;The Hard Push East = <:global_colonial_growth:1005773661422227508> Global settler increase = 25;The Secretary's Icebox = <:core_creation:1005098690484113489> Core-Creation Cost = -0.2;Bear Hunting = <:fire_damage:1005773634507382784> Land fire damage = 0.15;Alaskan Religious Diversity = <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 2 && <:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;Alaskan Navy = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25 && <:global_sailors_modifier:1005773842528079994> National sailors modifier = 0.15;The Beauty of Alaska = <:prestige:1005120779614163074> Yearly prestige = 1;Alaskan;Alaska
CSC_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.15 && <:build_cost:1005773315069198356> Construction Cost = -0.1;<:global_ship_trade_power:1005773846986641510> Ship trade power = 0.25;tag = Cascadia;Cascadian Melting Pot = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 2;Chinook Jargon = <:native_uprising_chance:1005774948297613433> Native uprising chance = -0.5 && Assimilated Natives = 0.5;The Forts of Hudson Bay = <:fort_maintenance_modifier:1005773641922916452> Fort maintenance = -0.2;Settling the Boundaries = <:global_spy_defence:1005773849121525821> Foreign spy detection = 0.33;Nookta Sound Trading = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;The Hudson Bay Company = ;The Oregon Trail = <:land_attrition:1005774022136582144> Land Attrition = -0.2;Cascadian;Cascadia
WSI_ideas;<:merchants:1005774255495053442> Merchants = 1 && <:development_cost:1005773438989914184> Development cost = -0.1;<:colonists:1005773417997422702> Colonist = 1;tag = West Indies;Plantation Economy = <:production_efficiency:1005775011753234442> Production efficiency = 0.1 && <:build_cost:1005773315069198356> Construction Cost = -0.10;Blue Mountain Coffee = <:global_institution_spread:1005773668795813931> Institution spread = 0.2;The Sugar Revolution = <:global_unrest:1005773867131883530> National unrest = -2;The American Trade Hub = <:global_trade_power:1005773865437376582> Global trade power = 0.05 && <:trade_range_modifier:1005775272961904760> Trade <:range:1005775205530091561> Colonial range = 0.1;Miskito-Zambos = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 2;Interconnected Relations = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Colonial Legacy = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;Caribbean;West Indies
SNA_ideas;<:global_tax_modifier:1005098696217739294> National tax modifier = 0.1 && <:prestige:1005120779614163074> Yearly prestige = 1;<:leader_siege:1005774034769809468> Leader siege = 1;tag = Sonora;Republic of Mercenaries = <:mercenary_discipline:1005774250432532570> Mercenary <:discipline:1005098692254105711> Discipline = 0.05 && <:mercenary_manpower:1005774252135419987> Mercenary manpower = 0.5;The Sale of Sonoran Script = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Gold, Gold, Gold! = <:inflation_reduction:1005774008735764530> Yearly inflation reduction = 0.1;Cowboy Country = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Taking What’s Ours = <:light_ship_cost:1005774042625753088> Light ship cost = -0.1 && <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.1;Uniting the Outlaws = <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.33;Taking the Fight South = <:movement_speed:1005774307571548191> Movement speed = 0.15 && <:prestige_from_land:1005775004874571826> <:prestige:1005120779614163074> Yearly prestige from land battles = 0.5;Sonoran;Sonora
VRM_ideas;<:no_religion_penalty:1005774963577462785> Heretic and heathen provinces do not give any penalties = yes && <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.15;<:discipline:1005098692254105711> Discipline = 0.05;tag = Vermont;Home of the American Revolution = <:land_morale:1005774027152965652> Morale of armies = 0.15 && <:max_revolutionary_zeal:1005774067875459072> Maximum revolutionary zeal = 10;The Boston Tea Party = <:embargo_efficiency:1005773470321365032> Embargo Efficiency = 0.25 && <:prestige:1005120779614163074> Yearly prestige = 0.5;American Frontier = <:native_uprising_chance:1005774948297613433> Native uprising chance = -0.5 && Assimilated Natives = 0.5;Cheese Wheels = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;The Vermont Constitution = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 2;Live Free or Die = <:liberty_desire_from_subject_deve:1005774040931246191> Liberty desire from subjects development = -0.25;What We Do Best = <:trade_company_investment_cost:1005775369485426758> Trade company investment cost = -0.1;Vermonter;Vermont
ASU_ideas;<:missionaries:1005774270720389220> Missionaries = 1 && <:merchants:1005774255495053442> Merchants = 1;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;tag = Asturias;Reconquista = <:province_warscore_cost:1005775184969605151> Province warscore cost = -0.15;Camino de Santiago = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Asturian Aristocracy = <:diplomats:1005773457105113150> Diplomat = 1;Voyage to the New World = <:colonists:1005773417997422702> Colonist = 1;Millenarian Revival = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;Unify the Provinces = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Early Industrialism = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Asturian;Asturias
ADU_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.15 && <:global_ship_trade_power:1005773846986641510> Ship trade power = 0.25;<:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;tag = Andalusia;Stand Against the Reconquista = <:fire_damage_received:1005773635967008869> Fire damage received = -0.15;Taifa Administration = <:vassal_forcelimit_bonus:1005775392633790464> Vassal force limit contribution = 1;Alh Ulh Dhimma = <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 3;Legacy of Ibn Arabi = <:idea_cost:1005773900464005170> Idea cost = -0.1 && <:monthly_piety:1005774296536326175>  Monthly Piety = -0.001;Jund Settlements = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15 && <:core_creation:1005098690484113489> Core-Creation Cost = -0.15;Expeditionary Sentiment = <:colonists:1005773417997422702> Colonist = 1;Al Awasim = <:defensiveness:1005773436997615728> Fort Defence = 0.1 && <:rival_border_fort_maintenance:1005775250925035590> Fort maintenance on border with rival = -0.25;Andalusian;Andalusia
SOO_ideas;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1 && <:trade_steering:1005775370697572363> Trade Steering = 0.2;<:navy_tradition:1005774958540107819> Yearly navy tradition = 1;tag = So;Wakan = <:global_own_trade_power:1005773680036556850> Domestic trade power = 0.25;Wakou Tradition = <:galley_power:1005773653985726475> Galley combat ability = 0.1 && <:navy_tradition_decay:1005774959932612609> Yearly Yearly navy tradition decay = -0.01;Fight for Tsushima = <:naval_morale:1005774954232549396> Morale of navies = 0.2;Bahan Ship = <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.2;Tough Negotiators = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Port Maintenance = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25 && <:sailor_maintenance_modifer:1005120782411767882> Sailor maintenance = -0.05;Elementary School = <:technology_cost:1005120815056044053> Technology cost = -0.05;So;So
